Date,Ticker,Open,High,Low,Close,Volume
2021-01-08,STCKJ,268.54,271.21,266.54,269.04,2118705
2021-01-11,STCKJ,267.8,270.98,267.78,269.2,4967404
2021-01-12,STCKJ,275.91,277.69,273.93,277.2,2166767
2021-01-13,STCKJ,275.1,276.84,272.83,273.3,4231316
2021-01-14,STCKJ,273.62,273.72,272.0,273.23,2125406
2021-01-15,STCKJ,272.02,273.31,269.47,271.23,543421
2021-01-18,STCKJ,264.45,264.82,263.32,264.48,3280771
2021-01-19,STCKJ,253.45,254.66,252.08,254.32,3263862
2021-01-20,STCKJ,247.09,250.73,246.32,248.47,363542
2021-01-21,STCKJ,247.93,250.22,245.34,247.8,2051777
2021-01-22,STCKJ,245.87,247.45,245.68,246.16,2961227
2021-01-25,STCKJ,247.29,249.59,245.06,248.4,1987649
2021-01-26,STCKJ,236.9,238.45,235.45,238.0,3045382
2021-01-27,STCKJ,233.28,234.69,232.58,232.74,1113394
2021-01-28,STCKJ,238.04,240.53,235.78,239.95,1952226
2021-01-29,STCKJ,240.83,244.55,238.74,242.46,2497735
2021-02-01,STCKJ,242.62,243.56,241.61,242.33,2011508
2021-02-02,STCKJ,243.58,246.56,243.02,244.73,4018949
2021-02-03,STCKJ,248.81,249.98,246.26,247.57,2391263
2021-02-04,STCKJ,241.86,242.7,239.42,239.48,2386905
2021-02-05,STCKJ,236.48,237.14,234.79,237.1,2498797
2021-02-08,STCKJ,237.92,239.43,237.67,237.89,2791537
2021-02-09,STCKJ,237.53,240.55,235.89,239.18,300185
2021-02-10,STCKJ,236.1,237.23,233.92,234.87,138548
2021-02-11,STCKJ,230.28,232.6,229.35,231.3,1971087
2021-02-12,STCKJ,231.82,232.83,228.18,230.24,2536893
2021-02-15,STCKJ,228.18,231.64,227.4,230.63,503929
2021-02-16,STCKJ,232.74,233.62,231.75,233.39,2911863
2021-02-17,STCKJ,233.0,234.27,231.07,232.27,3611817
2021-02-18,STCKJ,235.81,237.22,233.68,233.75,265816
2021-02-19,STCKJ,237.73,239.11,235.05,237.14,3272370
2021-02-22,STCKJ,229.08,230.04,228.31,229.56,1910974
2021-02-23,STCKJ,234.03,234.39,231.85,233.03,3240853
2021-02-24,STCKJ,242.55,244.62,239.47,240.54,585587
2021-02-25,STCKJ,236.86,238.36,234.72,236.45,3378087
2021-02-26,STCKJ,237.19,239.38,234.53,236.34,420292
2021-03-01,STCKJ,232.07,232.16,231.64,232.02,961392
2021-03-02,STCKJ,234.73,235.35,232.01,234.21,1560888
2021-03-03,STCKJ,230.44,234.27,229.18,233.15,2935271
2021-03-04,STCKJ,226.5,228.15,225.6,226.96,219785
2021-03-05,STCKJ,235.07,236.3,231.46,232.67,1830501
2021-03-08,STCKJ,227.18,229.02,224.01,226.15,4412697
2021-03-09,STCKJ,225.42,227.48,224.67,227.42,1703709
2021-03-10,STCKJ,228.13,229.64,225.2,225.46,3592422
2021-03-11,STCKJ,224.91,226.66,223.65,226.34,4816136
2021-03-12,STCKJ,232.42,234.31,231.96,232.41,4078383
2021-03-15,STCKJ,233.11,233.83,229.68,231.21,3728055
2021-03-16,STCKJ,232.81,234.12,230.44,232.71,348271
2021-03-17,STCKJ,242.69,244.15,240.54,241.92,3876085
2021-03-18,STCKJ,237.13,237.68,235.78,235.88,4009438
2021-03-19,STCKJ,240.28,240.76,237.77,238.72,1800239
2021-03-22,STCKJ,244.05,244.2,242.45,243.41,3367065
2021-03-23,STCKJ,240.66,242.46,240.21,240.96,479572
2021-03-24,STCKJ,240.47,242.0,238.77,240.95,2122043
2021-03-25,STCKJ,242.56,243.93,241.62,242.08,543550
2021-03-26,STCKJ,236.43,238.25,235.26,236.24,3874371
2021-03-29,STCKJ,234.81,235.39,233.05,235.04,1635133
2021-03-30,STCKJ,237.75,239.32,237.31,237.79,747770
2021-03-31,STCKJ,230.5,231.39,229.19,231.2,2754719
2021-04-01,STCKJ,238.04,241.18,237.76,238.88,4742621
2021-04-02,STCKJ,246.27,246.78,243.05,244.63,4287174
2021-04-05,STCKJ,237.26,237.73,235.54,237.2,4592136
2021-04-06,STCKJ,235.55,238.32,234.01,236.37,3199777
2021-04-07,STCKJ,238.64,238.89,237.72,238.7,4098956
2021-04-08,STCKJ,242.93,243.37,240.43,242.01,219756
2021-04-09,STCKJ,247.46,248.07,245.49,247.37,2374997
2021-04-12,STCKJ,246.45,249.11,244.78,247.51,3660274
2021-04-13,STCKJ,248.06,249.8,247.21,247.98,435286
2021-04-14,STCKJ,250.32,252.26,248.0,249.96,664595
2021-04-15,STCKJ,251.38,253.53,251.22,252.93,2783881
2021-04-16,STCKJ,258.39,260.36,255.95,258.57,3927964
2021-04-19,STCKJ,267.22,267.75,265.35,266.73,2331036
2021-04-20,STCKJ,263.71,264.27,261.42,263.46,3986695
2021-04-21,STCKJ,262.92,264.63,261.53,263.64,402626
2021-04-22,STCKJ,266.19,267.96,263.89,266.52,2282560
2021-04-23,STCKJ,261.96,265.57,260.77,265.3,394498
2021-04-26,STCKJ,259.64,262.5,257.85,260.3,3783346
2021-04-27,STCKJ,261.72,263.12,260.78,262.55,294798
2021-04-28,STCKJ,265.48,268.5,263.06,265.85,2056447
2021-04-29,STCKJ,262.43,264.35,259.5,261.54,3215344
2021-04-30,STCKJ,256.86,259.24,256.33,256.84,2619476
2021-05-03,STCKJ,252.01,254.83,251.38,252.4,1348754
2021-05-04,STCKJ,254.68,256.65,253.45,253.46,2237669
2021-05-05,STCKJ,249.79,250.32,248.39,250.01,2541533
2021-05-06,STCKJ,254.49,257.1,253.81,254.6,4819657
2021-05-07,STCKJ,242.45,245.62,241.72,243.26,3491345
2021-05-10,STCKJ,244.84,247.31,244.01,245.01,4106830
2021-05-11,STCKJ,253.38,255.66,252.64,253.25,4914983
2021-05-12,STCKJ,242.6,245.67,241.75,244.21,2973588
2021-05-13,STCKJ,238.21,238.63,237.14,237.61,1762391
2021-05-14,STCKJ,246.25,248.57,245.21,248.26,2813230
2021-05-17,STCKJ,254.89,255.39,254.83,255.22,1783471
2021-05-18,STCKJ,254.17,256.0,253.08,253.12,578259
2021-05-19,STCKJ,252.35,252.36,249.63,252.13,2087444
2021-05-20,STCKJ,251.96,252.87,249.18,250.92,2961649
2021-05-21,STCKJ,247.03,250.08,245.6,249.55,1993767
2021-05-24,STCKJ,243.2,244.3,241.25,244.11,4467764
2021-05-25,STCKJ,244.88,247.71,244.08,245.46,3773277
2021-05-26,STCKJ,242.31,244.67,242.13,243.37,4083577
2021-05-27,STCKJ,237.33,237.84,235.66,235.95,1599876
2021-05-28,STCKJ,237.86,238.28,234.88,236.99,3371433
2021-05-31,STCKJ,245.18,245.74,243.15,243.76,2334440
2021-06-01,STCKJ,243.43,244.82,242.18,242.9,373379
2021-06-02,STCKJ,257.09,259.16,256.11,256.61,4743253
2021-06-03,STCKJ,256.72,258.64,254.69,255.3,1919818
2021-06-04,STCKJ,256.66,258.03,255.79,255.8,584689
2021-06-07,STCKJ,264.92,266.5,264.84,265.95,870272
2021-06-08,STCKJ,272.62,274.65,272.01,272.67,1048015
2021-06-09,STCKJ,279.16,280.82,276.27,277.1,4292331
2021-06-10,STCKJ,271.73,275.34,271.09,273.59,3933167
2021-06-11,STCKJ,270.21,273.57,268.6,271.43,3738747
2021-06-14,STCKJ,275.43,275.54,271.92,274.29,3150543
2021-06-15,STCKJ,275.02,276.35,272.22,274.06,4027709
2021-06-16,STCKJ,268.64,272.59,268.22,270.7,2654065
2021-06-17,STCKJ,273.99,276.82,273.83,275.28,3843914
2021-06-18,STCKJ,266.14,268.79,262.96,264.54,4704579
2021-06-21,STCKJ,271.05,275.37,268.97,274.59,2837286
2021-06-22,STCKJ,276.94,278.44,274.46,277.46,3265752
2021-06-23,STCKJ,277.61,280.91,275.74,278.31,2067482
2021-06-24,STCKJ,288.44,288.96,285.43,288.08,2366776
2021-06-25,STCKJ,288.74,289.02,286.15,287.69,3663747
2021-06-28,STCKJ,287.94,290.34,286.69,288.7,446274
2021-06-29,STCKJ,288.06,289.44,285.33,286.83,950951
2021-06-30,STCKJ,291.35,293.32,288.77,292.41,4722048
2021-07-01,STCKJ,285.22,290.22,284.86,288.11,2046603
2021-07-02,STCKJ,286.78,286.92,285.72,286.8,3838444
2021-07-05,STCKJ,290.51,292.58,290.46,291.09,2626898
2021-07-06,STCKJ,293.25,297.81,293.22,295.51,262645
2021-07-07,STCKJ,296.12,298.53,293.21,295.73,530017
2021-07-08,STCKJ,290.66,291.18,289.41,290.7,843576
2021-07-09,STCKJ,285.81,286.28,283.59,285.1,4489383
2021-07-12,STCKJ,282.85,284.36,281.42,282.91,959269
2021-07-13,STCKJ,289.18,290.37,287.58,288.06,4051253
2021-07-14,STCKJ,284.66,285.51,281.44,281.71,1060531
2021-07-15,STCKJ,280.51,283.69,278.84,281.32,569686
2021-07-16,STCKJ,275.53,278.15,274.35,277.07,1913679
2021-07-19,STCKJ,286.2,288.36,285.54,286.91,2540803
2021-07-20,STCKJ,287.37,287.53,285.4,287.31,4658117
2021-07-21,STCKJ,284.38,285.95,282.3,285.88,3919296
2021-07-22,STCKJ,283.6,284.34,282.13,282.59,2381339
2021-07-23,STCKJ,281.02,283.03,280.83,281.48,4623736
2021-07-26,STCKJ,280.28,282.57,278.53,282.11,4385832
2021-07-27,STCKJ,283.21,284.26,282.38,282.56,2056536
2021-07-28,STCKJ,277.51,280.11,275.84,276.48,3578503
2021-07-29,STCKJ,292.48,294.91,288.81,289.86,1240313
2021-07-30,STCKJ,292.17,293.71,288.79,291.14,2823812
2021-08-02,STCKJ,290.35,292.98,289.25,292.69,3456905
2021-08-03,STCKJ,305.14,305.37,302.52,303.1,4086168
2021-08-04,STCKJ,299.42,302.39,294.71,296.19,3331582
2021-08-05,STCKJ,299.76,300.27,297.75,299.86,2529699
2021-08-06,STCKJ,295.2,296.09,292.82,294.06,2281381
2021-08-09,STCKJ,305.23,305.66,303.09,305.31,725719
2021-08-10,STCKJ,296.16,296.62,294.38,295.45,1140281
2021-08-11,STCKJ,294.42,295.19,293.16,294.78,2605419
2021-08-12,STCKJ,289.89,290.44,288.51,289.52,3683758
2021-08-13,STCKJ,287.85,291.51,286.6,288.79,4169987
2021-08-16,STCKJ,282.63,286.47,282.6,284.1,4078374
2021-08-17,STCKJ,289.64,290.4,288.33,289.6,2857278
2021-08-18,STCKJ,287.33,290.24,286.06,288.6,853507
2021-08-19,STCKJ,292.57,294.13,291.17,292.54,1128590
2021-08-20,STCKJ,290.26,293.33,287.69,290.45,3629866
2021-08-23,STCKJ,286.19,290.0,284.97,287.57,3559121
2021-08-24,STCKJ,285.02,286.69,281.77,282.89,1161996
2021-08-25,STCKJ,275.18,278.65,273.23,277.09,3275176
2021-08-26,STCKJ,274.15,275.56,274.11,275.18,3462692
2021-08-27,STCKJ,279.7,282.36,276.85,279.47,2129382
2021-08-30,STCKJ,274.65,274.79,271.56,273.83,3954938
2021-08-31,STCKJ,269.81,270.71,266.74,269.21,802007
2021-09-01,STCKJ,266.47,267.49,263.93,265.87,2493156
2021-09-02,STCKJ,261.63,262.32,259.44,262.19,3065368
2021-09-03,STCKJ,260.74,263.03,259.18,260.71,4370471
2021-09-06,STCKJ,259.23,263.59,258.44,261.65,3107994
2021-09-07,STCKJ,260.64,262.8,259.16,260.14,4937158
2021-09-08,STCKJ,264.35,266.18,261.13,263.69,3429772
2021-09-09,STCKJ,264.02,266.39,261.69,264.34,1979361
2021-09-10,STCKJ,280.97,283.27,279.19,279.62,630057
2021-09-13,STCKJ,272.45,272.75,270.68,271.43,2663892
2021-09-14,STCKJ,277.0,279.2,274.96,275.32,4245702
2021-09-15,STCKJ,270.89,274.23,268.42,273.03,3457623
2021-09-16,STCKJ,286.82,287.37,282.18,284.85,751195
2021-09-17,STCKJ,278.53,279.69,278.41,278.77,1189154
2021-09-20,STCKJ,279.42,281.58,276.63,278.88,376488
2021-09-21,STCKJ,272.85,276.2,272.67,274.11,2576355
2021-09-22,STCKJ,281.2,285.08,278.78,282.31,2929545
2021-09-23,STCKJ,274.6,278.04,272.98,275.46,531878
2021-09-24,STCKJ,278.69,280.29,277.91,278.18,4908202
2021-09-27,STCKJ,274.94,276.85,273.94,274.65,4224912
2021-09-28,STCKJ,281.9,283.49,279.24,281.11,1186155
2021-09-29,STCKJ,287.64,289.69,284.63,285.99,218083
2021-09-30,STCKJ,278.72,279.83,276.7,279.81,4332648
2021-10-01,STCKJ,285.92,290.11,283.95,287.3,4552379
2021-10-04,STCKJ,286.4,289.76,286.15,287.79,4244448
2021-10-05,STCKJ,284.5,287.18,283.47,286.01,976427
2021-10-06,STCKJ,281.88,282.03,278.53,280.46,3991545
2021-10-07,STCKJ,282.83,285.03,280.51,282.01,2969523
2021-10-08,STCKJ,280.07,281.47,278.52,279.26,2226131
2021-10-11,STCKJ,278.22,280.86,277.69,278.19,1740367
2021-10-12,STCKJ,286.47,287.55,282.59,284.4,4134236
2021-10-13,STCKJ,288.76,290.1,283.89,285.26,3741744
2021-10-14,STCKJ,296.96,298.42,295.07,295.33,2695845
2021-10-15,STCKJ,295.91,297.14,293.66,295.3,150594
2021-10-18,STCKJ,290.45,292.45,288.31,291.31,4422811
2021-10-19,STCKJ,295.79,298.2,292.39,295.15,3394383
2021-10-20,STCKJ,293.95,294.74,291.63,294.17,2558621
2021-10-21,STCKJ,285.25,286.84,282.62,284.25,3400140
2021-10-22,STCKJ,286.87,291.11,285.15,288.8,3960474
2021-10-25,STCKJ,286.07,288.4,282.71,284.75,4363943
2021-10-26,STCKJ,297.06,299.63,294.12,298.16,4256117
2021-10-27,STCKJ,295.31,299.29,293.24,296.67,2144921
2021-10-28,STCKJ,297.72,300.02,294.25,296.4,1069788
2021-10-29,STCKJ,290.44,295.31,290.18,292.43,3465519
2021-11-01,STCKJ,290.38,293.14,289.98,290.45,4306628
2021-11-02,STCKJ,281.7,282.9,280.77,281.2,791908
2021-11-03,STCKJ,283.49,283.93,280.49,282.86,499208
2021-11-04,STCKJ,274.7,274.78,272.61,274.47,4996932
2021-11-05,STCKJ,271.7,274.58,271.21,272.19,3567755
2021-11-08,STCKJ,267.44,268.02,266.48,267.69,4835063
2021-11-09,STCKJ,277.99,280.75,275.85,277.41,743168
2021-11-10,STCKJ,283.4,285.25,279.23,281.89,1109990
2021-11-11,STCKJ,288.29,288.41,285.27,286.58,1115648
2021-11-12,STCKJ,283.75,284.48,281.51,284.44,4315369
2021-11-15,STCKJ,282.49,284.88,280.73,283.06,1955256
2021-11-16,STCKJ,276.1,279.36,274.8,278.77,3265440
2021-11-17,STCKJ,287.77,288.45,286.93,288.44,2723822
2021-11-18,STCKJ,283.84,284.8,281.06,284.09,2636300
2021-11-19,STCKJ,288.57,289.61,287.59,289.23,1751197
2021-11-22,STCKJ,290.36,291.98,287.97,291.54,445910
2021-11-23,STCKJ,292.89,294.83,290.34,292.31,1883908
2021-11-24,STCKJ,297.11,298.95,296.91,297.5,2596512
2021-11-25,STCKJ,294.97,297.88,293.15,297.29,4063821
2021-11-26,STCKJ,295.02,295.74,292.09,293.74,334436
2021-11-29,STCKJ,288.51,289.34,285.04,285.98,2148695
2021-11-30,STCKJ,269.99,273.47,267.73,271.04,109079
2021-12-01,STCKJ,265.8,267.72,264.01,267.23,1722597
2021-12-02,STCKJ,268.84,270.12,267.02,269.92,4600802
2021-12-03,STCKJ,259.46,262.3,257.82,260.6,2500448
2021-12-06,STCKJ,269.12,270.69,267.8,268.01,1273717
2021-12-07,STCKJ,265.36,267.27,264.19,266.25,3631097
2021-12-08,STCKJ,262.67,266.26,262.08,264.21,2160947
2021-12-09,STCKJ,264.33,266.3,261.61,262.96,692257
2021-12-10,STCKJ,261.1,262.8,257.93,260.03,4674985
2021-12-13,STCKJ,270.27,272.28,268.58,269.91,4541801
2021-12-14,STCKJ,272.03,274.31,271.61,273.79,576632
2021-12-15,STCKJ,281.3,282.63,279.94,281.62,1011364
2021-12-16,STCKJ,292.7,292.97,287.89,290.48,513483
2021-12-17,STCKJ,279.31,279.45,276.33,278.65,2438538
2021-12-20,STCKJ,283.57,285.91,280.84,283.5,2366080
2021-12-21,STCKJ,280.53,282.68,278.39,279.25,1598194
2021-12-22,STCKJ,285.17,289.22,284.53,286.75,3529379
2021-12-23,STCKJ,290.76,293.16,290.07,292.21,3316696
2021-12-24,STCKJ,296.21,299.92,293.81,298.38,4084743
2021-12-27,STCKJ,305.91,307.62,304.09,306.08,144996
2021-12-28,STCKJ,307.39,308.81,304.57,306.02,4382346
2021-12-29,STCKJ,304.81,309.28,302.74,306.28,4474627
2021-12-30,STCKJ,307.03,309.41,306.88,306.91,3627963
2021-12-31,STCKJ,307.6,308.69,305.83,308.38,2722950
2022-01-03,STCKJ,303.59,307.29,300.78,304.36,4474200
2022-01-04,STCKJ,307.98,309.07,305.92,306.92,4087437
2022-01-05,STCKJ,317.95,319.39,315.83,318.56,3760014
2022-01-06,STCKJ,320.59,324.05,317.57,321.39,4546543
2022-01-07,STCKJ,322.0,323.13,318.52,321.67,2079609
2022-01-10,STCKJ,325.87,328.94,324.4,324.89,2625065
2022-01-11,STCKJ,320.05,324.73,318.28,321.53,2933223
2022-01-12,STCKJ,329.39,331.03,324.79,327.48,3842505
2022-01-13,STCKJ,332.45,335.55,331.76,332.98,4408488
2022-01-14,STCKJ,339.4,340.97,336.52,339.93,1332139
2022-01-17,STCKJ,338.47,340.77,336.76,337.53,3985730
2022-01-18,STCKJ,337.16,339.15,336.74,337.02,4543610
2022-01-19,STCKJ,338.24,341.41,337.54,337.98,2034354
2022-01-20,STCKJ,338.49,339.25,334.73,337.41,2371321
2022-01-21,STCKJ,347.73,350.09,344.19,347.56,4443459
2022-01-24,STCKJ,356.84,358.78,353.06,353.94,1498185
2022-01-25,STCKJ,355.17,357.95,352.71,357.29,2668103
2022-01-26,STCKJ,344.49,347.36,341.83,345.62,3692187
2022-01-27,STCKJ,347.97,351.32,346.34,350.03,974585
2022-01-28,STCKJ,353.82,356.24,353.2,353.5,1662652
2022-01-31,STCKJ,345.19,348.87,344.74,347.3,4486483
2022-02-01,STCKJ,350.02,354.78,348.02,351.33,1015141
2022-02-02,STCKJ,349.43,354.83,348.74,351.68,4236198
2022-02-03,STCKJ,353.76,354.74,351.1,352.69,3292634
2022-02-04,STCKJ,347.68,349.27,347.23,348.06,3269601
2022-02-07,STCKJ,357.58,359.7,357.42,358.05,3984825
2022-02-08,STCKJ,351.37,354.56,348.58,354.01,3430791
2022-02-09,STCKJ,361.41,364.79,357.24,359.61,2088821
2022-02-10,STCKJ,349.2,352.92,348.03,351.03,4551828
2022-02-11,STCKJ,345.51,349.93,344.22,347.57,2566621
2022-02-14,STCKJ,354.27,356.01,351.08,354.43,231970
2022-02-15,STCKJ,362.75,365.06,361.9,362.62,3202636
2022-02-16,STCKJ,348.56,351.03,347.82,348.27,2298731
2022-02-17,STCKJ,342.06,345.26,341.57,345.09,2393885
2022-02-18,STCKJ,324.13,329.86,321.19,327.54,236005
2022-02-21,STCKJ,334.12,337.05,331.14,335.91,1749910
2022-02-22,STCKJ,336.43,337.21,330.76,332.25,2871327
2022-02-23,STCKJ,342.12,345.75,340.7,343.31,3198360
2022-02-24,STCKJ,349.69,352.36,348.23,348.49,2263393
2022-02-25,STCKJ,351.02,353.91,349.29,350.81,655966
2022-02-28,STCKJ,350.38,352.03,348.93,351.31,3757410
2022-03-01,STCKJ,354.19,356.5,352.61,353.06,246128
2022-03-02,STCKJ,354.07,357.47,353.61,354.32,3628501
2022-03-03,STCKJ,359.21,362.02,356.46,360.66,814872
2022-03-04,STCKJ,356.92,360.53,354.98,358.14,4977621
2022-03-07,STCKJ,366.7,366.8,360.4,363.71,1318690
2022-03-08,STCKJ,353.71,358.76,353.4,355.92,4387159
2022-03-09,STCKJ,359.55,362.84,358.64,361.53,3827159
2022-03-10,STCKJ,372.14,373.41,368.59,372.02,1018384
2022-03-11,STCKJ,364.71,366.16,362.83,363.44,3634291
2022-03-14,STCKJ,363.19,366.13,361.47,363.4,4455380
2022-03-15,STCKJ,355.01,357.81,352.85,352.89,2085792
2022-03-16,STCKJ,355.1,355.14,352.49,352.89,4324634
2022-03-17,STCKJ,348.62,352.05,345.79,349.35,646953
2022-03-18,STCKJ,358.25,359.21,355.74,358.84,4240923
2022-03-21,STCKJ,371.52,372.21,366.94,369.24,4264136
2022-03-22,STCKJ,362.85,364.58,359.25,361.89,4547747
2022-03-23,STCKJ,371.75,375.31,368.38,370.35,4462801
2022-03-24,STCKJ,375.48,380.46,371.84,377.8,4687425
2022-03-25,STCKJ,376.47,380.03,375.26,376.22,1182025
2022-03-28,STCKJ,378.4,378.53,377.04,378.5,4327730
2022-03-29,STCKJ,387.11,390.09,385.79,386.25,1711921
2022-03-30,STCKJ,375.14,379.76,371.65,378.12,1431383
2022-03-31,STCKJ,374.22,378.57,372.56,376.2,2840836
2022-04-01,STCKJ,375.11,376.68,370.18,373.51,3068426
2022-04-04,STCKJ,378.62,382.25,376.73,377.07,3863531
2022-04-05,STCKJ,378.76,380.16,376.4,379.77,2293616
2022-04-06,STCKJ,383.88,385.1,381.41,382.7,4341064
2022-04-07,STCKJ,367.29,370.03,363.68,365.25,4983201
2022-04-08,STCKJ,372.52,375.47,367.19,369.51,469260
2022-04-11,STCKJ,363.54,367.33,362.66,365.82,990981
2022-04-12,STCKJ,376.98,380.34,374.03,376.17,4055511
2022-04-13,STCKJ,368.11,372.78,367.63,371.77,3608346
2022-04-14,STCKJ,380.67,383.43,373.95,377.11,2861565
2022-04-15,STCKJ,369.86,371.57,367.47,368.94,4795067
2022-04-18,STCKJ,377.43,381.07,377.33,377.47,4366313
2022-04-19,STCKJ,373.72,375.17,372.46,373.45,1828082
2022-04-20,STCKJ,356.09,360.3,353.73,357.35,687959
2022-04-21,STCKJ,360.22,361.15,359.25,360.83,4191782
2022-04-22,STCKJ,371.88,374.42,366.01,368.49,905453
2022-04-25,STCKJ,359.65,362.06,357.79,360.08,3226012
2022-04-26,STCKJ,358.5,363.53,355.79,361.1,358793
2022-04-27,STCKJ,345.13,353.17,343.04,350.36,3425325
2022-04-28,STCKJ,353.21,355.66,349.84,353.04,1961010
2022-04-29,STCKJ,346.72,349.65,344.54,348.75,4805674
2022-05-02,STCKJ,359.29,362.14,355.62,358.79,4632905
2022-05-03,STCKJ,364.12,367.56,363.89,364.11,4557448
2022-05-04,STCKJ,361.0,361.44,355.06,356.58,3430126
2022-05-05,STCKJ,355.87,358.68,352.51,355.8,1634596
2022-05-06,STCKJ,356.73,358.67,354.18,356.13,2147967
2022-05-09,STCKJ,365.43,369.66,363.36,367.56,1253471
2022-05-10,STCKJ,359.15,364.52,357.13,361.92,2173495
2022-05-11,STCKJ,357.31,358.05,354.92,357.98,3301858
2022-05-12,STCKJ,375.65,379.8,373.07,376.12,2159869
2022-05-13,STCKJ,366.43,368.88,362.5,364.03,2022338
2022-05-16,STCKJ,370.25,370.79,366.69,370.32,343015
2022-05-17,STCKJ,370.29,373.49,367.61,372.52,707615
2022-05-18,STCKJ,385.52,386.3,382.05,386.07,589385
2022-05-19,STCKJ,392.69,397.9,391.28,394.18,2199529
2022-05-20,STCKJ,397.21,400.28,392.93,394.73,1469165
2022-05-23,STCKJ,393.77,395.35,392.78,395.2,4398870
2022-05-24,STCKJ,393.47,396.52,388.31,390.64,3755091
2022-05-25,STCKJ,392.78,397.39,390.0,394.71,219557
2022-05-26,STCKJ,394.5,396.67,390.79,393.15,2909690
2022-05-27,STCKJ,384.59,386.44,380.09,381.0,4730933
2022-05-30,STCKJ,381.74,384.94,379.06,383.54,4012003
2022-05-31,STCKJ,390.83,396.48,389.77,393.03,4871896
2022-06-01,STCKJ,397.27,399.84,393.55,397.13,2279471
2022-06-02,STCKJ,403.98,406.51,399.55,402.25,3590378
2022-06-03,STCKJ,403.58,404.97,399.63,403.62,2880822
2022-06-06,STCKJ,402.32,406.33,400.77,405.57,1009049
2022-06-07,STCKJ,396.01,397.83,393.35,395.56,4986348
2022-06-08,STCKJ,392.59,392.9,386.84,390.02,2950877
2022-06-09,STCKJ,392.67,396.17,389.78,394.37,2883933
2022-06-10,STCKJ,388.2,392.16,385.02,389.74,2504441
2022-06-13,STCKJ,380.87,382.67,376.91,380.25,3359857
2022-06-14,STCKJ,370.53,373.11,367.01,371.52,2188599
2022-06-15,STCKJ,367.14,369.09,366.33,368.45,3960652
2022-06-16,STCKJ,381.86,384.82,379.2,380.08,3044631
2022-06-17,STCKJ,380.12,380.74,376.65,377.81,414569
2022-06-20,STCKJ,379.14,381.73,376.88,377.44,2374153
2022-06-21,STCKJ,375.71,377.7,371.73,372.26,4825253
2022-06-22,STCKJ,369.76,372.72,366.74,368.92,4828034
2022-06-23,STCKJ,386.72,390.81,385.77,387.48,2220803
2022-06-24,STCKJ,389.44,389.59,388.71,389.28,240060
2022-06-27,STCKJ,375.71,378.25,373.48,375.83,3603354
2022-06-28,STCKJ,381.24,384.99,376.97,377.55,3118923
2022-06-29,STCKJ,379.75,381.25,375.05,377.36,2522185
2022-06-30,STCKJ,370.9,373.55,370.85,371.04,3671142
2022-07-01,STCKJ,374.99,377.18,370.27,373.83,4409240
2022-07-04,STCKJ,369.62,371.48,368.54,371.02,3329874
2022-07-05,STCKJ,363.83,365.76,361.11,364.08,4187025
2022-07-06,STCKJ,374.17,374.61,369.99,371.67,3221167
2022-07-07,STCKJ,371.99,373.68,369.03,373.34,637399
2022-07-08,STCKJ,366.58,370.52,366.04,368.55,3572590
2022-07-11,STCKJ,370.22,371.23,367.28,371.06,3138774
2022-07-12,STCKJ,387.82,390.51,385.95,388.45,1424115
2022-07-13,STCKJ,383.25,386.56,380.07,380.74,4356695
2022-07-14,STCKJ,376.46,380.01,373.24,376.52,2198739
2022-07-15,STCKJ,373.9,378.49,371.97,375.57,2134396
2022-07-18,STCKJ,380.9,382.01,380.77,380.83,2512200
2022-07-19,STCKJ,385.64,386.87,380.79,384.51,3724428
2022-07-20,STCKJ,388.22,390.9,387.43,390.43,2563489
2022-07-21,STCKJ,393.79,396.38,390.18,390.95,3528919
2022-07-22,STCKJ,375.78,379.43,373.06,378.86,3581325
2022-07-25,STCKJ,379.06,382.15,376.28,377.74,3298248
2022-07-26,STCKJ,375.96,378.39,373.6,374.46,1851191
2022-07-27,STCKJ,371.54,376.46,369.17,373.08,3754004
2022-07-28,STCKJ,377.38,379.38,375.44,376.27,3545526
2022-07-29,STCKJ,378.44,379.74,374.46,377.33,3393442
2022-08-01,STCKJ,372.58,377.52,372.4,374.19,3159008
2022-08-02,STCKJ,375.68,378.51,374.81,375.05,3688582
2022-08-03,STCKJ,369.93,371.8,369.8,370.64,3418451
2022-08-04,STCKJ,372.89,374.38,371.67,371.67,2633528
2022-08-05,STCKJ,381.34,384.05,379.83,381.56,3655985
2022-08-08,STCKJ,386.62,390.01,380.73,382.76,182617
2022-08-09,STCKJ,396.48,397.86,392.9,394.39,2228497
2022-08-10,STCKJ,402.61,406.63,399.54,402.61,2156645
2022-08-11,STCKJ,399.57,399.91,395.36,397.69,2117061
2022-08-12,STCKJ,412.52,416.25,407.78,410.69,3796684
2022-08-15,STCKJ,410.72,413.82,409.85,411.86,4868652
2022-08-16,STCKJ,406.7,407.66,405.17,407.65,2148535
2022-08-17,STCKJ,402.19,404.49,398.48,400.18,3320004
2022-08-18,STCKJ,404.48,408.7,400.48,405.54,4517165
2022-08-19,STCKJ,412.14,416.77,408.47,413.18,3786823
2022-08-22,STCKJ,425.25,425.44,418.71,422.27,4105490
2022-08-23,STCKJ,412.01,412.47,407.43,411.12,3699979
2022-08-24,STCKJ,420.6,420.81,418.59,419.21,4017132
2022-08-25,STCKJ,429.85,433.69,428.07,430.11,2882948
